occurrence_id,deck,slide_number,hidden_slide,object_id,object_name,sha256,duplicate_group,role,provenance,rights_status,treatment,destination,status,notes
DPN01. Decision Process:s81:o1,DPN01. Decision Process.pptx,81,True,50,Image 0,e869ad025a9a7fc40c101a72028cdb66e53088d3dd7a41e0c9e1f9aa268974f2,sha256:e869ad025a9a7fc4,duplicate,exact embedded-asset duplicate of DPN01 slide 80 occurrence o1,protected,duplicate-accounted,chapters/05-valuation-how-options-become-worth-choosing.qmd#automatic-evaluation-is-a-first-pass-not-the-decision,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN01 slide 80 occurrence o1. Raw asset ppt/media/image46.png, 1496×1270 px; duplicate-group count in global inventory: 2."
DPN01. Decision Process:s83:o1,DPN01. Decision Process.pptx,83,True,9,Picture 2,4580ea9bff72a2958754d8927d31afdf2dfa8fa5cf17ec330d6a25cfa1b86362,sha256:4580ea9bff72a295,substantive,third-party clinical illustration; no license metadata,protected,represented-in-text-or-activity,chapters/08-fast-and-frugal-thinking.qmd#emotion-is-part-of-judgment,complete,"Capgras illustration is not reproduced; the recognition/familiarity dissociation and caution are described and cited. Raw asset ppt/media/image47.jpeg, 1000×1375 px; duplicate-group count in global inventory: 1."
DPN01. Decision Process:s84:o1,DPN01. Decision Process.pptx,84,True,12,Picture 2,008fb98756a2cdca2852201fa1ef703bca47b3cd3b8c1059c6d1f93b413436ac,sha256:008fb98756a2cdca,substantive,third-party clinical or journal figure; no license metadata,protected,represented-in-text-or-activity,chapters/08-fast-and-frugal-thinking.qmd#emotion-is-part-of-judgment,complete,"Prosopagnosia brain image is not reproduced; covert physiological recognition is described and cited. Raw asset ppt/media/image48.jpeg, 311×729 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s1:o1,DPN02. Attention_Prediction_Expectation.pptx,1,False,7,Picture 6,43ee252327f20fee89672d0f28c661d6db773d1cf4049bd6b69e1d1add96350f,sha256:43ee252327f20fee,decorative,deck-embedded title or divider artwork; no reusable license metadata,unclear,decorative-omitted,none,accounted,"Section or title artwork carries no unique evidence. Raw asset ppt/media/image1.png, 1672×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s5:o1,DPN02. Attention_Prediction_Expectation.pptx,5,False,6,"Awareness Test - Odyssey Teams (720p, h264)",1dd54f4a12b620f5e961231a18a25415921ce9473642b3f39cdd6f1903937e30,sha256:1dd54f4a12b620f5,substantive,third-party audiovisual thumbnail with source URL in deck relationship,protected,linked-original,chapters/03-attention-what-becomes-evidence.qmd#watch-and-test-count-first-explain-second,complete,"Awareness-test thumbnail maps to two authorized YouTube links already used in the book; the deck-to-link identity is explicitly noted as ambiguous. Raw asset ppt/media/image2.png, 1280×720 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s6:o1,DPN02. Attention_Prediction_Expectation.pptx,6,False,6,Picture 5,6983e35bfab3cadc50be893c413d2528b1b2ced8a4721ec771c9f74fb35ce22a,sha256:6983e35bfab3cadc,decorative,deck-embedded title or divider artwork; no reusable license metadata,unclear,decorative-omitted,none,accounted,"Section or title artwork carries no unique evidence. Raw asset ppt/media/image3.png, 1672×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s7:o1,DPN02. Attention_Prediction_Expectation.pptx,7,False,8,Image 0,2301d027246ed293a168835fea2cfe8f0018be1b8e16baffa1ae82a968808314,sha256:2301d027246ed293,substantive,third-party brain photograph; no license metadata,protected,represented-in-text-or-activity,chapters/03-attention-what-becomes-evidence.qmd#attention-under-divided-demand,complete,"Brain photograph is not needed; constrained adaptive processing is represented in sourced prose. Raw asset ppt/media/image4.jpeg, 330×258 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s8:o1,DPN02. Attention_Prediction_Expectation.pptx,8,False,12,Picture 11,4d34efb8990d981b486b3163a8e9ae7e44bfe992208b37bfbdeead1ab73f892f,sha256:4d34efb8990d981b,substantive,third-party infographic; no license metadata,unclear,represented-in-existing-book-visual,figures/attention-bottleneck.svg,complete,"Energy/bandwidth infographic maps to sourced 2%/20% prose and the original sensory-bottleneck SVG. Raw asset ppt/media/image5.png, 2006×948 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s10:o1,DPN02. Attention_Prediction_Expectation.pptx,10,False,6,Image 0,c5c1bc1ee07900ed505da63bca5d4bb95ae080e109ee67c57f17e94b426e2b47,sha256:c5c1bc1ee07900ed,substantive,generated-looking classroom image; creation provenance and rights unclear,unclear,represented-in-text-or-activity,chapters/03-attention-what-becomes-evidence.qmd#attention-under-divided-demand,complete,"Generated-looking classroom image is omitted while divided-attention evidence and classroom examples are retained. Raw asset ppt/media/image6.jpeg, 1262×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s13:o1,DPN02. Attention_Prediction_Expectation.pptx,13,False,4,Image 0,f007b7f963aa0371018de26dce1fdcb2676dab95303898cbd1d0bf0f128a4760,sha256:f007b7f963aa0371,substantive,third-party audiovisual thumbnail with source URL in deck relationship,protected,linked-original,chapters/03-attention-what-becomes-evidence.qmd#watch-and-test-count-first-explain-second,complete,"Basketball-scene image is not reproduced; the authorized inattentional-blindness demonstration and debrief are linked. Raw asset ppt/media/image7.jpeg, 1260×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s14:o1,DPN02. Attention_Prediction_Expectation.pptx,14,False,27,Content Placeholder 5,aab5d9ccd7fef4c1e7ac4ab6a92293707b0aece4ebe8442d7717344fcc6fbbc5,sha256:aab5d9ccd7fef4c1,substantive,generated-looking aviation/HUD image; rights unclear,unclear,represented-in-text-or-activity,chapters/03-attention-what-becomes-evidence.qmd#attention-under-divided-demand,complete,"HUD image is omitted; attentional tunnelling is explained as visibility without psychological integration. Raw asset ppt/media/image8.jpeg, 414×314 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s15:o1,DPN02. Attention_Prediction_Expectation.pptx,15,False,11,Content Placeholder 5,d630eb1faa534edb006e9550816c75a24d152d80bf6b85de97c08bb49643d1cc,sha256:d630eb1faa534edb,substantive,third-party medical or journal image; no license metadata,protected,represented-in-text-or-activity,chapters/03-attention-what-becomes-evidence.qmd#the-invisible-gorilla-in-expert-search,complete,"Radiology image is not reproduced; the expert-search study and its limits are cited. Raw asset ppt/media/image9.png, 439×328 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s16:o1,DPN02. Attention_Prediction_Expectation.pptx,16,False,5,Picture 4,633bc571422c08bbdea5f38bd8946570137d1dbb5235cbfe31b7c5eed400518c,sha256:633bc571422c08bb,substantive,third-party audiovisual thumbnail with source URL in deck relationship,protected,linked-original,chapters/03-attention-what-becomes-evidence.qmd#watch-and-test-what-did-your-model-preserve,complete,"Animated change-blindness stimulus maps to the authorized original link and a two-pass search prompt. Raw asset ppt/media/image10.gif, 480×360 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s16:o2,DPN02. Attention_Prediction_Expectation.pptx,16,False,12,Picture 2,4f2816bcbb2bf86f2e0b317f2ac3a3a92b0cc5163a6e168d88c4d927ddfe7ec5,sha256:4f2816bcbb2bf86f,substantive,third-party audiovisual thumbnail with source URL in deck relationship,protected,linked-original,chapters/03-attention-what-becomes-evidence.qmd#watch-and-test-what-did-your-model-preserve,complete,"Animated change-blindness stimulus maps to the authorized original link and a two-pass search prompt. Raw asset ppt/media/image11.gif, 300×225 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s17:o1,DPN02. Attention_Prediction_Expectation.pptx,17,False,2,"Derren Brown - Person Swap - 777Skeptic (480p, h264)",babb0875d05c345edaee72c5f654a9f750296ad4161628cbc572309976e60790,sha256:babb0875d05c345e,substantive,third-party embedded-video thumbnail; no clean source URL,protected,represented-in-text-or-activity,chapters/03-attention-what-becomes-evidence.qmd#change-blindness,complete,"Embedded person-swap thumbnail is not redistributed; no clean external source was extracted, while the phenomenon is covered in cited prose. Raw asset ppt/media/image12.png, 640×480 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s19:o1,DPN02. Attention_Prediction_Expectation.pptx,19,False,6,Image 0,784ea82754b40d939f4cb8fd9daaf7d7b82522d5a2ff84b1be24cb5ff30c22e4,sha256:784ea82754b40d93,substantive,third-party or generated-looking illustrative image; no reusable license,unclear,represented-in-existing-book-visual,figures/attention-filter.svg,complete,"Advertising/magic attention image maps to the original attention-filter schematic and design questions. Raw asset ppt/media/image13.jpg, 710×467 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s20:o1,DPN02. Attention_Prediction_Expectation.pptx,20,False,14,Content Placeholder 7,b4473c4114ccc14e3b5158af508b719292c7525095b510861736100878ceaf1f,sha256:b4473c4114ccc14e,substantive,third-party audiovisual thumbnail with source URL in deck relationship,protected,linked-original,chapters/03-attention-what-becomes-evidence.qmd#watch-and-test-directed-attention-in-a-story,complete,"Protected Focus frame is replaced by an authorized clip link and a cue-tracking prompt. Raw asset ppt/media/image14.png, 1416×726 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s21:o1,DPN02. Attention_Prediction_Expectation.pptx,21,False,6,Picture 5,463db70e6b0b47c879a3e3d6781f3521471a4558fdbe7600a948772aea89352b,sha256:463db70e6b0b47c8,decorative,deck-embedded title or divider artwork; no reusable license metadata,unclear,decorative-omitted,none,accounted,"Section or title artwork carries no unique evidence. Raw asset ppt/media/image15.png, 1672×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s22:o1,DPN02. Attention_Prediction_Expectation.pptx,22,False,11,Picture 10,cdb6c315c9e41625a9613b099a5452efd86a8963f075f551e2541aa2b2dcf393,sha256:cdb6c315c9e41625,substantive,deck-embedded conceptual diagram; no reusable license metadata,unclear,represented-in-existing-book-visual,figures/judgment-and-decision-making-according-to-predictive-processing.svg,complete,"All four raster components of model, world, and inference map to the book’s original predictive-processing SVG. Raw asset ppt/media/image16.png, 1672×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s22:o2,DPN02. Attention_Prediction_Expectation.pptx,22,False,2,Picture 1,dc0ab8469e44a70b02e6d7a5cbda8b41a6054fc06258e71def8de22bcddd3d15,sha256:dc0ab8469e44a70b,substantive,deck-embedded conceptual diagram; no reusable license metadata,unclear,represented-in-existing-book-visual,figures/judgment-and-decision-making-according-to-predictive-processing.svg,complete,"All four raster components of model, world, and inference map to the book’s original predictive-processing SVG. Raw asset ppt/media/image17.png, 828×581 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s22:o3,DPN02. Attention_Prediction_Expectation.pptx,22,False,4,Picture 3,490949c4344b6243e5ca8ba45029a81913a7ba0b6be9650676f93d289e529916,sha256:490949c4344b6243,substantive,deck-embedded conceptual diagram; no reusable license metadata,unclear,represented-in-existing-book-visual,figures/judgment-and-decision-making-according-to-predictive-processing.svg,complete,"All four raster components of model, world, and inference map to the book’s original predictive-processing SVG. Raw asset ppt/media/image18.jpeg, 316×245 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s22:o4,DPN02. Attention_Prediction_Expectation.pptx,22,False,3,Picture 2,631533afd0ef05b85371294d915c9fad6ccbd100151190565552e19cb5b1c00f,sha256:631533afd0ef05b8,substantive,deck-embedded conceptual diagram; no reusable license metadata,unclear,represented-in-existing-book-visual,figures/judgment-and-decision-making-according-to-predictive-processing.svg,complete,"All four raster components of model, world, and inference map to the book’s original predictive-processing SVG. Raw asset ppt/media/image19.png, 329×246 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s23:o1,DPN02. Attention_Prediction_Expectation.pptx,23,False,5,Picture 4,0f0e198bd3670f73c77d66643d1d16b8dd6446e5bc566c40ce07446f535345be,sha256:0f0e198bd3670f73,substantive,third-party scientific illustration; no license metadata,unclear,represented-in-existing-book-visual,figures/judgment-and-decision-making-according-to-predictive-processing.svg,complete,"Brain-network illustration is replaced by the original mechanism diagram and cautious prose. Raw asset ppt/media/image20.png, 1723×1091 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s26:o1,DPN02. Attention_Prediction_Expectation.pptx,26,False,8,Picture 7,5ba4505b4df6b852dae001943c03287acdb586ebbabcaa5ca782ca9c6b7f2e2b,sha256:5ba4505b4df6b852,substantive,classic perception stimulus; exact source and reuse rights unclear,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Dalmatian reveal stimuli are not copied; perception-as-inference and model-dependent organization are explained in prose. Raw asset ppt/media/image21.jpeg, 1648×1107 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s26:o2,DPN02. Attention_Prediction_Expectation.pptx,26,False,6,Content Placeholder 5,e56b62a4450234e26ae7cbba34ad1c3ab9a110403f1733175e410c3be8aaf15e,sha256:e56b62a4450234e2,substantive,classic perception stimulus; exact source and reuse rights unclear,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Dalmatian reveal stimuli are not copied; perception-as-inference and model-dependent organization are explained in prose. Raw asset ppt/media/image22.jpeg, 1928×1280 px; duplicate-group count in global inventory: 1."
