Concept,Initial home,Reviewed home,Status,Editorial note,Reviewed book file,Initial matched section,First lexical source,Slide/page
Contingent contracts,38,38,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/38-designing-better-agreements.qmd,Add an advanced module only for a diagnosed problem,DPN-Aalborg/DPN06. Integrative Negotiation.pptx,4
Post-settlement settlements,38,38,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/38-designing-better-agreements.qmd,Add an advanced module only for a diagnosed problem,DPN-Aalborg/DPN06. Integrative Negotiation.pptx,21
Staged disclosure,38,38,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/38-designing-better-agreements.qmd,Add an advanced module only for a diagnosed problem,,
Asymmetric information,38,38,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/38-designing-better-agreements.qmd,Add an advanced module only for a diagnosed problem,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,15
Lie detection,38,38,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/38-designing-better-agreements.qmd,Culture changes the meaning of a move,DPN-Aalborg/DPN06. Integrative Negotiation.pptx,4
Mediation,38,38,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/38-designing-better-agreements.qmd,Research Lens: when direct negotiation needs a third party,BE-Aalborg/BE2026/BE09. Behavioral Finance.pptx,56
Arbitration,38,38,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/38-designing-better-agreements.qmd,Research Lens: when direct negotiation needs a third party,DPN-Aalborg/DPN06. Integrative Negotiation.pptx,4
Process negotiation,38,38,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/38-designing-better-agreements.qmd,Start with a minimum viable agreement,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,2
Implementation,38,38,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/38-designing-better-agreements.qmd,Ask before inferring,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,32
B=MAP,39,39,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/39-behavior-design-make-the-better-action-easier.qmd,Research note: the ideas behind the workflow,BE-Aalborg/BE2026/BE06. Habits and Behavior Design.pptx,2
Implementation intentions,39,39,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/39-behavior-design-make-the-better-action-easier.qmd,Optional tools for a diagnosed bottleneck,BE-Aalborg/BE2026/BE06. Habits and Behavior Design.pptx,2
Mental contrasting,39,39,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/39-behavior-design-make-the-better-action-easier.qmd,Optional tools for a diagnosed bottleneck,BE-Aalborg/BE2026/BE06. Habits and Behavior Design.pptx,38
WOOP,39,39,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/39-behavior-design-make-the-better-action-easier.qmd,"Measure the loop, not the story",BE-Aalborg/BE2026/BE06. Habits and Behavior Design.pptx,2
Temptation bundling,39,39,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/39-behavior-design-make-the-better-action-easier.qmd,"Measure the loop, not the story",BE-Aalborg/BE2026/BE06. Habits and Behavior Design.pptx,41
Friction,39,39,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/39-behavior-design-make-the-better-action-easier.qmd,One primary workflow,BE-Aalborg/BE2026/BE06. Habits and Behavior Design.pptx,2
Prompts,39,39,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/39-behavior-design-make-the-better-action-easier.qmd,One primary workflow,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,7
Habit discontinuity,39,39,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/39-behavior-design-make-the-better-action-easier.qmd,"Measure the loop, not the story",BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,35
Commitment devices,39,39,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/39-behavior-design-make-the-better-action-easier.qmd,"Measure the loop, not the story",BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,23
Nudges,40,40,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,From behavior design to choice architecture,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,20
Defaults,40,40,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,"Ask, do not merely tell—but define the real choice",BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,33
Choice overload,40,40,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,"Construct the menu: options, order, and overload","BE-Aalborg/02 - Attention, Heuristics and Biases/05. Biases.pptx",68
Active choice,40,40,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,"Ethics and governance: helping, steering, or manipulating?",BE-Aalborg/BE2026/BE06. Habits and Behavior Design.pptx,39
Sludge,40,40,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,"Simplification, friction, and sludge",DPN-Aalborg/00. ARTS_model_of_influence_predictive_processing_4h_lecture_deck  -  Repaired.pptx,4
Simplification,40,40,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,Make action feasible and feedback visible,"BE-Aalborg/06 - Time, Money and Finance/16. Intertemporal Decision-Making.pptx",41
Salience,40,40,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,Support action at the right moment,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,22
Feedback,40,40,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,Close the loop: feedback and error-proofing,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,2
Digital choice architecture,40,40,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,Worked example: subscription and cancellation sludge,DPN-Aalborg/DPN02. Attention_Prediction_Expectation.pptx,10
Dark patterns,40,40,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,Digital architecture operates at full-path scale,BE-Aalborg/BE2026/BE07. Strategic Interdependence.pptx,84
Welfare and autonomy,40,40,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,"Construct the menu: options, order, and overload",BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,31
Noise,41,41,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,The final standard,BE-Aalborg/BE2026/BE03. Prediction and Expectation.pptx,43
Structured judgment,41,41,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,"Why judgment systems fail: bias, noise, and misplaced intuition",DPN-Aalborg/Decision_Making_Enriched_Book.docx,
Independent judgment,41,41,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,The structured judgment pipeline,DPN-Aalborg/Decision_Making_Enriched_Book.docx,
Aggregation,41,41,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,"Preserve independence, then aggregate",BE-Aalborg/BE2026/BE12. Mental Acounting.pptx,41
Premortem,41,41,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,The structured judgment pipeline,BE-Aalborg/BE2026/BE05. Heuristics & Biases.pptx,14
Red team,41,41,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,The structured judgment pipeline,BE-Aalborg/01 - Foundations and Neuroscience/Anatomy of Decision.docx,
Decision journal,41,41,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,After the outcome: learn without worshipping luck,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,2
Algorithm aversion,41,41,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,Research Lens: AI and accountable judgment,BE-Aalborg/01 - Foundations and Neuroscience/Active Inference  -  Repaired.pptx,15
Algorithm appreciation,41,42,placement or scope resolved,"The Logg et al. finding is now explicitly named in Trust, valuation, and responsibility; the aversion/appreciation distinction spans Chapters 41 and 42.",chapters/42-data-driven-decision-making.qmd,Opening / chapter overview,,
Human-AI judgment,41,41,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,The final standard,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,5
Forecasting tournament,41,41,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,Diagnose before redesigning: run a noise audit,BE-Aalborg/BE2026/BE05. Heuristics & Biases.pptx,14
Predictive versus causal models,42,42,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/42-data-driven-decision-making.qmd,The AI decision canvas {#ai-decision-canvas},BE-Aalborg/BE2026/BE04. Two Systems of Thinking.pptx,9
Machine learning,42,42,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/42-data-driven-decision-making.qmd,Opening / chapter overview,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,54
Out-of-sample validation,42,42,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/42-data-driven-decision-making.qmd,Make the test resemble the task,DPN-Aalborg/DPN07. Communication & Connection.pptx,39
Data leakage,42,42,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/42-data-driven-decision-making.qmd,Make the test resemble the task,DPN-Aalborg/additional topics/_Needs Classification/Strategic and Data-Driven Decision Making Synthesis Deck.pptx,36
Prediction target,42,42,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/42-data-driven-decision-making.qmd,Why this is the final chapter {#why-this-final-chapter},BE-Aalborg/BE2026/BE05. Heuristics & Biases.pptx,5
Feedback loops,42,42,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/42-data-driven-decision-making.qmd,Separate the forecast from the value of its consequences {#separate-prediction-and-valuation},BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,2
AI governance,42,42,placement or scope resolved,"Developed as human authority, objectives, authorization, review, and remedies, with NIST cited; no additional generic section needed.",chapters/42-data-driven-decision-making.qmd,Opening / chapter overview,"BE-Aalborg/Readings/01 - AI, Prediction and Complexity/Impact_ML_on_Econ_Summary.pptx",10
Causal experiment,42,42,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",chapters/42-data-driven-decision-making.qmd,"Trust, valuation, and responsibility {#trust-and-responsibility}",BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,6
Utility axioms,A,A,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-a-rational-choice-and-decision-analysis.qmd,"3. Consequences, beliefs, and expected utility {#consequences-beliefs-and-expected-utility}","BE-Aalborg/04 - Risk, Probability and Prospect Theory/08. Probability Judgment.pptx",58
Completeness,A,A,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-a-rational-choice-and-decision-analysis.qmd,"3. Consequences, beliefs, and expected utility {#consequences-beliefs-and-expected-utility}","BE-Aalborg/04 - Risk, Probability and Prospect Theory/08. Probability Judgment.pptx",42
Transitivity,A,A,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-a-rational-choice-and-decision-analysis.qmd,"3. Consequences, beliefs, and expected utility {#consequences-beliefs-and-expected-utility}","BE-Aalborg/Readings/01 - AI, Prediction and Complexity/__From Perception to Choice_ Understanding the Dimensions of Decision Making__.docx",
Independence axiom,A,A,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-a-rational-choice-and-decision-analysis.qmd,"3. Consequences, beliefs, and expected utility {#consequences-beliefs-and-expected-utility}",DPN-Aalborg/DPN04. Influence & Persuasion.pptx,88
Decision tree,A,A,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-a-rational-choice-and-decision-analysis.qmd,"3. Consequences, beliefs, and expected utility {#consequences-beliefs-and-expected-utility}",BE-Aalborg/09 - Additional Topics/Existing Additional Topics/Behavioral Decision Theory additional.pptx,124
Expected-utility representation,A,A,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-a-rational-choice-and-decision-analysis.qmd,"3. Consequences, beliefs, and expected utility {#consequences-beliefs-and-expected-utility}",BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,16
Value of perfect information,A,A,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-a-rational-choice-and-decision-analysis.qmd,7. Value of information {#value-of-information},DPN-Aalborg/N4. Fairness in Negotiation.pdf,19
Proximate versus ultimate explanations,B,B,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,"Four questions, not one master cause {#four-questions-not-one-cause}",BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,29
Evolutionary mismatch,B,B,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,Heuristics can be tools and sources of bias {#heuristics-tools-and-biases},,
Maslow's hierarchy,B,B,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,Needs and motives: Maslow and Kenrick {#maslow-and-kenrick},BE-Aalborg/09 - Additional Topics/Existing Additional Topics/146 Happiness.pdf,32
Kenrick's motives,B,B,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,Needs and motives: Maslow and Kenrick {#maslow-and-kenrick},BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,28
Natural selection,B,B,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,"Four questions, not one master cause {#four-questions-not-one-cause}",BE-Aalborg/BE2026/BE07&08. Behavioral Game Theory.pptx,84
Evolutionary game theory,B,B,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,Population and spatial models,BE-Aalborg/05 - Strategic and Social Decisions/21. Evolutionary Game Theory.pptx,1
Evolutionarily stable strategy,B,B,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,Population and spatial models,BE-Aalborg/05 - Strategic and Social Decisions/21. Evolutionary Game Theory.pptx,3
Replicator dynamics,B,B,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,Population and spatial models,BE-Aalborg/05 - Strategic and Social Decisions/21. Evolutionary Game Theory.pptx,7
Schelling segregation,B,B,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,Population and spatial models,BE-Aalborg/05 - Strategic and Social Decisions/21. Evolutionary Game Theory.pptx,33
Research question,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,The experimental workflow,BE-Aalborg/08 - Research Methods/18. Formulate Research Questions.pptx,1
Operationalization,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,Worked study: from question to report,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,51
Hypothesis,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,5. Choose the design that identifies the contrast,BE-Aalborg/BE2026/BE09. Behavioral Finance.pptx,2
Counterfactual,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,"3. Separate description, prediction, causation, and mechanism",BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,11
Confounding,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,5. Choose the design that identifies the contrast,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,6
Random sampling,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,5. Choose the design that identifies the contrast,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,26
Random assignment,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,5. Choose the design that identifies the contrast,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,22
Within-subject design,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,Worked study: from question to report,BE-Aalborg/BE2026/BE03. Prediction and Expectation.pptx,51
Between-subject design,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,5. Choose the design that identifies the contrast,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,31
Factorial design,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,5. Choose the design that identifies the contrast,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,93
Field experiment,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,5. Choose the design that identifies the contrast,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,36
Incentives,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,12. Transport the result only as far as the evidence travels,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,16
Statistical power,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,The experimental workflow,BE-Aalborg/BE2026/BE04. Two Systems of Thinking.pptx,25
Attrition,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,The experimental workflow,BE-Aalborg/08 - Research Methods/25. Threats in Running Experiments.pptx,3
Noncompliance,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,The one-page evidence design card,BE-Aalborg/08 - Research Methods/25. Threats in Running Experiments.pptx,9
Intention-to-treat,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,8. Protect the assignment during implementation,BE-Aalborg/08 - Research Methods/25. Threats in Running Experiments.pptx,3
Local average treatment effect,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,8. Protect the assignment during implementation,BE-Aalborg/08 - Research Methods/25. Threats in Running Experiments.pptx,3
Spillovers,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,5. Choose the design that identifies the contrast,BE-Aalborg/08 - Research Methods/25. Threats in Running Experiments.pptx,3
Hawthorne effect,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,8. Protect the assignment during implementation,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,33
John Henry effect,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,8. Protect the assignment during implementation,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,33
Internal validity,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,12. Transport the result only as far as the evidence travels,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,27
External validity,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,12. Transport the result only as far as the evidence travels,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,16
Research ethics,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,The experimental workflow,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,23
Reproducible workflow,E,E,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-e-how-behavioral-evidence-is-built.qmd,The experimental workflow,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,28
Replication,F,F,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-f-when-evidence-breaks.qmd,Safeguards and complementary checks {#safeguards-what-each-reform-can-and-cannot-do},BE-Aalborg/BE2026/BE03. Prediction and Expectation.pptx,44
Reproducibility,F,F,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-f-when-evidence-breaks.qmd,Find out what kind of check was performed {#four-questions-that-are-often-confused},BE-Aalborg/Readings/02 - Research Design and Replication/Experimental Studies and Replication Failures Across Disciplines.docx,
Publication bias,F,F,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-f-when-evidence-breaks.qmd,"Famous conclusions that became smaller, conditional, or different","BE-Aalborg/03 - Context, Habits and Choice Architecture/06&07. Contextual Influence.pptx",60
Questionable research practices,F,F,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-f-when-evidence-breaks.qmd,"Honest error, questionable practice, and misconduct are not the same","BE-Aalborg/Readings/03 - Priming and Goal Setting/Priming, Subliminal Messaging, and Positive Thinking_ A Scientific Review and the Replication Crisis.docx",
Preregistration,F,F,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-f-when-evidence-breaks.qmd,Safeguards and complementary checks {#safeguards-what-each-reform-can-and-cannot-do},BE-Aalborg/Readings/02 - Research Design and Replication/Experimental Studies and Replication Failures Across Disciplines.docx,
HARKing,F,F,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-f-when-evidence-breaks.qmd,Flexible analysis creates many paths to a result,"BE-Aalborg/Readings/03 - Priming and Goal Setting/Priming, Subliminal Messaging, and Positive Thinking_ A Scientific Review and the Replication Crisis.docx",
Multiple testing,F,F,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-f-when-evidence-breaks.qmd,Underpowered studies create a selection problem,DPN-Aalborg/additional topics/_Needs Classification/Strategic and Data-Driven Decision Making Synthesis Deck.pptx,84
Selective reporting,F,F,placement or scope resolved,Developed under flexible analysis and publication selection; already distinguishes analysis selection from misconduct.,appendices/appendix-f-when-evidence-breaks.qmd,Opening / chapter overview,BE-Aalborg/Readings/02 - Research Design and Replication/Experimental Studies and Replication Failures Across Disciplines.docx,
Retraction,F,F,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-f-when-evidence-breaks.qmd,Safeguards and complementary checks {#safeguards-what-each-reform-can-and-cannot-do},BE-Aalborg/Readings/02 - Research Design and Replication/Experimental Studies and Replication Failures Across Disciplines.docx,
Expression of concern,F,F,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-f-when-evidence-breaks.qmd,What to do when you find a serious problem,,
Effect size,F,F,body passage located,"Located in the chapter body; the lexical hit is a navigation aid, not an independent adequacy or source-validity score.",appendices/appendix-f-when-evidence-breaks.qmd,When a striking result becomes less convincing {#what-the-replication-crisis-doesand-does-notmean},"BE-Aalborg/03 - Context, Habits and Choice Architecture/06&07. Contextual Influence.pptx",60
Statistical significance,F,F,placement or scope resolved,"The reporting gate, false positives, low power, Type S/M errors, and differences between significance and effect size are developed; Appendix E supplies the planned-analysis workflow.",appendices/appendix-f-when-evidence-breaks.qmd,Opening / chapter overview,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,85
